序号,企业名称,产品名称,产品型号,推荐单位,地区,批次,种类,绿色设计亮点,适用评价标准
3,赛轮（沈阳）轮胎有限公司,全钢丝载重汽车子午线轮胎,325/95R24,辽宁省工业和信息化厅,辽宁,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
4,双钱集团（江苏）轮胎有限公司,全钢丝子午线轮胎,12R22.5系列,江苏省工业和信息化厅,江苏,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
5,普利司通（无锡）轮胎有限公司,乘用车子午线轮胎,225/65 R17,江苏省工业和信息化厅,江苏,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
6,双钱集团（安徽）回力轮胎有限公司,乘用车子午线轮胎,R35系列,安徽省经济和信息化厅,安徽,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
7,山东玲珑轮胎股份有限公司,半钢子午线轮胎静音舒适AC300系列,205/55R16  91V CM121,山东省工业和信息化厅,山东,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
8,山东玲珑轮胎股份有限公司,全钢超级节油绿色低滚阻静音轮胎,315/70R22.5E-PLUS01,山东省工业和信息化厅,山东,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
9,山东玲珑轮胎股份有限公司,新一代低滚阻高耐磨低噪音物流干线轮胎,12R22.5 ETS200,山东省工业和信息化厅,山东,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
10,贵州轮胎股份有限公司,载重汽车子午线轮胎,12R22.5,贵州省工业和信息化厅,贵州,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
11,青岛双星轮胎工业有限公司,DSR188系列载重汽车子午线轮胎,DSR188,青岛市工业和信息化局,青岛,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
12,青岛双星轮胎工业有限公司,DW06系列雪地轻卡轮胎,215/65R16C,青岛市工业和信息化局,青岛,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
13,青岛双星轮胎工业有限公司,欧盟标签等级“AAA”级轿车子午线轮胎,DX01,青岛市工业和信息化局,青岛,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
14,赛轮集团股份有限公司,载重型汽车绿色子午线轮胎,11R22.5,青岛市工业和信息化局,青岛,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
1,河北中仁化肥集团有限公司,复合肥料,25-10-11（Cl）,河北省工业和信息化厅,河北,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
2,河北中仁化肥集团有限公司,复合肥料,17-5-28（s）,河北省工业和信息化厅,河北,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
3,河北中仁化肥集团有限公司,复合肥料,18-19-6（Cl）,河北省工业和信息化厅,河北,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
4,安徽辉隆集团五禾生态肥业有限公司,复合肥料,15-15-15 含氯（高氯）,安徽省经济和信息化厅,安徽,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
5,安徽儒商生物科技有限公司,复合肥料,腐殖酸掺混肥料,安徽省经济和信息化厅,安徽,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
6,湖北沃夫特生态工程有限公司,复合肥料,15-15-15S/25-7-14,湖北省经济和信息化厅,湖北,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
7,贵州磷化（集团）有限责任公司,复合肥料,15-42-0，海藻酸/锌硼酸/硫镁态,贵州省工业和信息化厅,贵州,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
8,贵州磷化（集团）有限责任公司,复合肥料,16-44-0，三条鱼/新实粒,贵州省工业和信息化厅,贵州,2021,89. 复混肥料（复合肥料）（31种）,对复合肥料中的砷、镉、铅、铬、汞的要求严于《GB/T 23349-2009肥料中砷、镉、铅、铬、汞的生态指标》中各指标要求的3-4倍，并且对上述标准中未进行规定的、可能对环境或人体健康造成危害的镍、钴、硒、钒、锑、铊、氯化物及缩二脲等进行规定；全面系统的根据产品属性、能源属性及环境属性三个方面，对产品从生产到过程控制中各个环节进行综合评价，使产品在全生命周期内对环境及人体健康损害达到最小。, 《绿色设计产品评价技术规范 复混肥料（复合肥料）》(HG/T 5680-2020)nan
